
 epochs   TRAIN_error   TEST_error
    1     0.5773506     0.5906865
    2     0.5773506     0.5906865
    3     0.5773506     0.5906865
    4     0.5773506     0.5906865
    5     0.5773506     0.5906865
    6     0.5773506     0.5906865
    7     0.5773506     0.5906865
    8     0.5773506     0.5906865
    9     0.5773506     0.5906865
   10     0.5773506     0.5906865
   11     0.5773506     0.5906865
   12     0.5773506     0.5906865
   13     0.5773506     0.5906865
   14     0.5773506     0.5906865
   15     0.5773506     0.5906865
   16     0.5773506     0.5906865
   17     0.5773506     0.5906865
   18     0.5773506     0.5906865
   19     0.5773506     0.5906865
   20     0.5773506     0.5906865
   21     0.5773506     0.5906865
   22     0.5773506     0.5906865
   23     0.5773506     0.5906865
   24     0.5773506     0.5906865
   25     0.5773506     0.5906865
   26     0.5773506     0.5906865
   27     0.5773506     0.5906865
   28     0.5773506     0.5906865
   29     0.5773506     0.5906865
   30     0.5773506     0.5906865
   31     0.5773506     0.5906865
   32     0.5773506     0.5906865
   33     0.5773506     0.5906865
   34     0.5773506     0.5906865
   35     0.5773506     0.5906865
   36     0.5773506     0.5906865
   37     0.5773506     0.5906865
   38     0.5773506     0.5906865
   39     0.5773506     0.5906865
   40     0.5773506     0.5906865
   41     0.5773506     0.5906865
   42     0.5773506     0.5906865
   43     0.5773506     0.5906865
   44     0.5773506     0.5906865
   45     0.5773506     0.5906865
   46     0.5773506     0.5906865
   47     0.5773506     0.5906865
   48     0.5773506     0.5906865
   49     0.5773506     0.5906865
   50     0.5773506     0.5906865
   51     0.5773506     0.5906865
   52     0.5773506     0.5906865
   53     0.5773506     0.5906865
   54     0.5773506     0.5906865
   55     0.5773506     0.5906865
   56     0.5773506     0.5906865
   57     0.5773506     0.5906865
   58     0.5773506     0.5906865
   59     0.5773506     0.5906865
   60     0.5773506     0.5906865
   61     0.5773506     0.5906865
   62     0.5773506     0.5906865
   63     0.5773506     0.5906865
   64     0.5773506     0.5906865
   65     0.5773506     0.5906865
   66     0.5773506     0.5906865
   67     0.5773506     0.5906865
   68     0.5773506     0.5906865
   69     0.5773506     0.5906865
   70     0.5773506     0.5906865
   71     0.5773506     0.5906865
   72     0.5773506     0.5906865
   73     0.5773506     0.5906865
   74     0.5773506     0.5906865
   75     0.5773506     0.5906865
   76     0.5773506     0.5906865
   77     0.5773506     0.5906865
   78     0.5773506     0.5906865
   79     0.5773506     0.5906865
   80     0.5773506     0.5906865
   81     0.5773506     0.5906865
   82     0.5773506     0.5906865
   83     0.5773506     0.5906865
   84     0.5773506     0.5906865
   85     0.5773506     0.5906865
   86     0.5773506     0.5906865
   87     0.5773506     0.5906865
   88     0.5773506     0.5906865
   89     0.5773506     0.5906865
   90     0.5773506     0.5906865
   91     0.5773506     0.5906865
   92     0.5773506     0.5906865
   93     0.5773506     0.5906865
   94     0.5773506     0.5906865
   95     0.5773506     0.5906865
   96     0.5773506     0.5906865
   97     0.5773506     0.5906865
   98     0.5773506     0.5906865
   99     0.5773506     0.5906865
  100     0.5773506     0.5906865
TRAIN ERROR =  0.5773506
TEST  ERROR =  0.5906865
VAL   ERROR =  0.5861552
 
